id ; assunto;		
0 ; Sem assunto;		
1 ; Avaliação de riscos;		
2 ; Bibliografia;		
3 ; Condições rurais;		
4 ; Diferenças entre os sexos;		
5 ; Abastecimento e armazenamento;		
6 ; Absorção e adsorção;		
7 ; Acentos e acentuação;		
8 ; Acidentes;		
9 ; Aconselhamento;		
10 ; Aconselhamento pastoral;		
11 ; Acupuntura;		
12 ; Adaptação;		
13 ; Adaptações;		
14 ; Adaptações para o cinema;		
15 ; Adaptações para o teatro;		
16 ; Adestramento;		
17 ; Administração;		
18 ; Administração de pessoal;		
19 ; Administração do tempo;		
20 ; Administração financeira;		
21 ; Adubos e fertilizantes;		
22 ; Aerodinâmica;		
23 ; Afixos;		
24 ; Agricultura;		
25 ; Alfabeto;		
26 ; Alimentação e rações;		
27 ; Alimentos;		
28 ; Alusões;		
29 ; Amigos e companheiros;		
30 ; Amostragem;		
31 ; Análise;		
32 ; Análise do discurso;		
33 ; Análise	 apreciação;	
34 ; Analogia;		
35 ; Anatomia;		
36 ; Anedotas;		
37 ; Aniversários	 etc.;	
38 ; Anomalias;		
39 ; Anquilose;		
40 ; Antiguidades;		
41 ; Antropometria;		
42 ; Anuários;		
43 ; Aparelho digestivo;		
44 ; Aparelho respiratório;		
45 ; Aparições e milagres;		
46 ; Aplicações industriais;		
47 ; Apologética;		
48 ; Aposentadoria;		
49 ; Apreciação;		
50 ; Aproveitamento energético;		
51 ; Aquecimento e ventilação;		
52 ; Ar condicionado;		
53 ; Armazenamento;		
54 ; Arquivos;		
55 ; Arte;		
56 ; Arte e a guerra;		
57 ; Aspectos ambientais;		
58 ; Aspectos antropológicos;		
59 ; Aspectos biológicos;		
60 ; Aspectos da saúde;		
61 ; Aspectos econômicos;		
62 ; Aspectos estratégicos;		
63 ; Aspectos fisiológicos;		
64 ; Aspectos genéticos;		
65 ; Aspectos imunológicos;		
66 ; Aspectos militares;		
67 ; Aspectos moleculares;		
68 ; Aspectos morais e éticos;		
69 ; Aspectos nutricionais;		
70 ; Aspectos políticos;		
71 ; Aspectos psicológicos;		
72 ; Aspectos psicossomáticos;		
73 ; Aspectos psíquicos;		
74 ; Aspectos religiosos;		
75 ; Aspectos sociais;		
76 ; Aspectos sociológicos;		
77 ; Assimilação cultural;		
78 ; Assistência domiciliar;		
79 ; Assistência em instituições;		
80 ; Assistência hospitalar;		
81 ; Assistência social;		
82 ; Atitudes;		
83 ; Atividades políticas;		
84 ; Atlas;		
85 ; Atrocidades;		
86 ; Auditoria;		
87 ; Automação;		
88 ; Autoria;		
89 ; Avaliação;		
90 ; Avaliação de riscos de saúde;		
91 ; Avaliação sensorial;		
92 ; Aviação;		
93 ; Banco de dados;		
94 ; Bibliotecas;		
95 ; Biobibliografia;		
96 ; Biocompatibilidade;		
97 ; Biografia;		
98 ; Biópsia;		
99 ; Biotecnologia;		
100 ; Bispos;		
101 ; Bolsas de estudo;		
102 ; Cadernos de notas	 desenhos	 etc.;
103 ; Calcificação;		
104 ; Calendários;		
105 ; Calibração;		
106 ; Camas - Desenhos;		
107 ; Campanhas;		
108 ; Câncer;		
109 ; Canções e música;		
110 ; Características físicas;		
111 ; Carcaças;		
112 ; Caricaturas e desenhos humorísticos;		
113 ; Cartas e instruções pastorais;		
114 ; Cartas	 diagramas	 etc.;
115 ; Cartazes;		
116 ; Casamento;		
117 ; Catálogos;		
118 ; Catálogos coletivos;		
119 ; Catálogos de filmes;		
120 ; Catálogos e coleções;		
121 ; Catecismos;		
122 ; Cativeiro	 2002-2008;	
123 ; Causas;		
124 ; Cenários;		
125 ; Censo;		
126 ; Censo demográfico;		
127 ; Censura;		
128 ; Cerimônias e práticas;		
129 ; Certificados e licenças;		
130 ; Cirurgia;		
131 ; Cirurgia a laser;		
132 ; Citações	 máximas	 etc.;
133 ; Citologia;		
134 ; Citopatologia;		
135 ; Civilização;		
136 ; Classificação;		
137 ; Clero;		
138 ; Clima;		
139 ; Clonagem;		
140 ; Cobertura de imprensa;		
141 ; Cobertura jornalística;		
142 ; Códigos numéricos;		
143 ; Coleção e conservação;		
144 ; Colecionadores e coleções;		
145 ; Coleções de arte;		
146 ; Coleções literárias;		
147 ; Coletânea;		
148 ; Colheita;		
149 ; Colônias;		
150 ; Colonização;		
151 ; Comemorações de centenários	 etc.;	
152 ; Comentários;		
153 ; Comercialização;		
154 ; Comércio;		
155 ; Comércio exterior;		
156 ; Compêndios;		
157 ; Compêndios para crianças;		
158 ; Compêndios para estrangeiros;		
159 ; Compêndios para jovens;		
160 ; Competições;		
161 ; Complicações;		
162 ; Comportamento;		
163 ; Comportamento sexual;		
164 ; Composição;		
165 ; Composição e exercícios;		
166 ; Concordâncias;		
167 ; Concursos;		
168 ; Condecorações;		
169 ; Condições ambientais;		
170 ; Condições de clima quente;		
171 ; Condições econômicas;		
172 ; Condições morais;		
173 ; Condições pré-cancerosas;		
174 ; Condições sociais;		
175 ; Conduta;		
176 ; Confiabilidade;		
177 ; Congressos;		
178 ; Conhecimentos e aprendizagem;		
179 ; Conjunções;		
180 ; Conservação;		
181 ; Conservação de energia;		
182 ; Conservação e restauração;		
183 ; Constituição;		
184 ; Construção;		
185 ; Consumo de combustíveis;		
186 ; Contabilidade;		
187 ; Contaminação;		
188 ; Contribuições em administração;		
189 ; Contribuições em arquitetura;		
190 ; Contribuições em ciência política;		
191 ; Contribuições em educação;		
192 ; Contribuições em educação feminina;		
193 ; Controle;		
194 ; Controle biológico;		
195 ; Controle de acesso;		
196 ; Controle de custo;		
197 ; Controle de qualidade;		
198 ; Controvérsias literárias;		
199 ; Conversação e frases;		
200 ; Conversação e frases (para executivos);		
201 ; Cooperação internacional;		
202 ; Correspondência;		
203 ; Corrosão;		
204 ; Corrupção;		
205 ; Corte e cortesãos;		
206 ; Crescimento;		
207 ; Criação;		
208 ; Crioterapia;		
209 ; Cristianismo;		
210 ; Crítica e interpretação;		
211 ; Crítica textual;		
212 ; Crítica	 interpretação	 etc;
213 ; Crônicas;		
214 ; Cronologia;		
215 ; Cuidado e higiene;		
216 ; Cuidados;		
217 ; Cuidados de saúde domiciliares;		
218 ; Cuidados dentários;		
219 ; Cuidados médicos;		
220 ; Cuidados no lar;		
221 ; Cultivo;		
222 ; Culto;		
223 ; Cultura e meios de cultura;		
224 ; Currículos;		
225 ; Custo-benefício;		
226 ; Custos;		
227 ; Defeitos;		
228 ; Defesa;		
229 ; Deformação;		
230 ; Densidade;		
231 ; Dependência de países estrangeiros;		
232 ; Derivados;		
233 ; Descobertas e explorações;		
234 ; Descrição ocupacional;		
235 ; Descrições e viagens;		
236 ; Desenhos;		
237 ; Desenvolvimento;		
238 ; Desregulamentação;		
239 ; Deterioração;		
240 ; Diagnóstico;		
241 ; Diagnóstico citológico;		
242 ; Diagnóstico molecular;		
243 ; Dialetos;		
244 ; Diapositivos;		
245 ; Diários;		
246 ; Dicionários;		
247 ; Dicionarios;		
248 ; Dicionários geográficos;		
249 ; Dicionários poliglotas;		
250 ; Dietoterapia;		
251 ; Direitos fundamentais;		
252 ; Disciplina;		
253 ; Discursos parlamentares;		
254 ; Discursos	 ensaios	 conferências;
255 ; Disposições penais;		
256 ; Dispositivos de partida;		
257 ; Dispositivos de transmissão;		
258 ; Dispositivos protetores;		
259 ; Dissecação;		
260 ; Dissertações;		
261 ; Divisão judiciária;		
262 ; Divisões territoriais e administrativas;		
263 ; Documentação;		
264 ; Documentos;		
265 ; Documentos e correspondência;		
266 ; Documentos papais;		
267 ; Doenças;		
268 ; Doenças e pragas;		
269 ; Dotações e dispêndios;		
270 ; Doutrina bíblica;		
271 ; Doutrinas;		
272 ; Ecologia;		
273 ; Edifícios;		
274 ; Edifícios	 estruturas	 etc.;
275 ; Educação;		
276 ; Educação (Educação permanente);		
277 ; Efeito da automação;		
278 ; Efeito da radiação;		
279 ; Efeito das drogas;		
280 ; Efeito das inovações tecnológicas;		
281 ; Efeito do implante;		
282 ; Efeito do ruído;		
283 ; Efeito do stress;		
284 ; Efeito fisiológico;		
285 ; Efeitos colaterais;		
286 ; Efeitos da tributação sobre;		
287 ; Efeitos psicotrópicos;		
288 ; Eleições;		
289 ; Elementos estrangeiros;		
290 ; Eliminação de resíduos;		
291 ; Embalagens;		
292 ; Emigração e imigração;		
293 ; Empregados;		
294 ; Emprego;		
295 ; Enciclopédias;		
296 ; Enfermagem;		
297 ; Ensinamentos;		
298 ; Ensino auxiliado por computador;		
299 ; Entrevistas;		
300 ; Epidemiologia;		
301 ; Equipamento e acessórios;		
302 ; Equipamento hidráulico;		
303 ; Equipamentos e acessórios;		
304 ; Erupções;		
305 ; Escritoras;		
306 ; Escritores católicos;		
307 ; Especificações;		
308 ; Espectros;		
309 ; Esportes;		
310 ; Estágios;		
311 ; Estatística;		
312 ; Estátuas;		
313 ; Estatuto legal	 leis	 etc.;
314 ; Estatutos;		
315 ; Esterco;		
316 ; Esterilização;		
317 ; Estilo;		
318 ; Estimativas;		
319 ; Estrangeirismos;		
320 ; Estrangeirismos africanos;		
321 ; Estudantes;		
322 ; Estudo de casos;		
323 ; Estudo e ensino;		
324 ; Estudo e ensino (Educação permanente);		
325 ; Estudo e ensino (Elementar);		
326 ; Estudo e ensino (Ensino fundamental);		
327 ; Estudo e ensino (Estágio);		
328 ; Estudo e ensino (Pós-graduação);		
329 ; Estudo e ensino (Pré-escolar);		
330 ; Estudo e ensino (Primário);		
331 ; Estudo e ensino (Primeiro grau);		
332 ; Estudo e ensino (Segundo grau);		
333 ; Estudo e ensino (Superior);		
334 ; Estudo e exercícios (Jazz	 Blues	 etc.);
335 ; Estudos comparados;		
336 ; Estudos e exercícios;		
337 ; Estudos interculturais;		
338 ; Ética;		
339 ; Ética profissional;		
340 ; Etimologia;		
341 ; Etiologia;		
342 ; Exame;		
343 ; Exames;		
344 ; Exames médicos;		
345 ; Exercícios;		
346 ; Exercícios terapêuticos;		
347 ; Expansão territorial;		
348 ; Experiências;		
349 ; Experiências de campo;		
350 ; Experimentos;		
351 ; Exportação;		
352 ; Exposições;		
353 ; Fabricação;		
354 ; Fac-símiles;		
355 ; Família;		
356 ; Fatores climáticos;		
357 ; Fatores de risco;		
358 ; Fatores sexuais;		
359 ; Ferimentos e lesões;		
360 ; Feto;		
361 ; Ficção;		
362 ; Filosofia;		
363 ; Finanças;		
364 ; Finanças pessoais;		
365 ; Fisiologia;		
366 ; Fisioterapia;		
367 ; Folclore;		
368 ; Fonética;		
369 ; Fontes;		
370 ; Forças armadas;		
371 ; Formação;		
372 ; Formação de palavras;		
373 ; Formulários;		
374 ; Fórmulas e receitas;		
375 ; Fotografias;		
376 ; Fraturas;		
377 ; Fronteiras;		
378 ; Fusão e incorporação;		
379 ; Genealogia;		
380 ; Geografia;		
381 ; Geografia histórica;		
382 ; Gerência;		
383 ; Gíria;		
384 ; Gramática;		
385 ; Gramática comparada;		
386 ; Grupos de discussão pela Internet;		
387 ; Guias;		
388 ; Guias de estudo;		
389 ; Guias de experiência de vida;		
390 ; Habitação;		
391 ; Habitações;		
392 ; Habitat;		
393 ; Hemorragia;		
394 ; Hinos;		
395 ; Hipertrofia;		
396 ; Histologia;		
397 ; Histopatologia;		
398 ; Histoquimica;		
399 ; História;		
400 ; História das doutrinas;		
401 ; História de fatos contemporâneos;		
402 ; História e crítica;		
403 ; História eclesiástica;		
404 ; História militar;		
405 ; História naval;		
406 ; Histórias em quadrinhos;		
407 ; Histórias	 enredos	 etc.;
408 ; Historiografia;		
409 ; Honorários;		
410 ; Humor	 sátira	 etc.;
411 ; Identidade étnica;		
412 ; Identificação;		
413 ; Igreja Católica;		
414 ; Igrejas Protestantes;		
415 ; Iluminação;		
416 ; Ilustrações;		
417 ; Imagem;		
418 ; Impedimentos;		
419 ; Importação;		
420 ; Impostos;		
421 ; Imunologia;		
422 ; Indexação e resumos;		
423 ; Indicadores;		
424 ; Índices;		
425 ; Indústria;		
426 ; Indústrias;		
427 ; Inervação;		
428 ; Infância e juventude;		
429 ; Infecções;		
430 ; Inflamação;		
431 ; Influência;		
432 ; Influência colonial;		
433 ; Influencia sobre línguas estrangeiras;		
434 ; Influências africanas;		
435 ; Influências alemãs;		
436 ; Influências americanas;		
437 ; Influências árabes;		
438 ; Influências asiáticas;		
439 ; Influências brasileiras;		
440 ; Influências espanholas ;		
441 ; Influências estrangeiras;		
442 ; Influências européias;		
443 ; Influências francesas;		
444 ; Influências gregas;		
445 ; Influências indianas;		
446 ; Influências italianas;		
447 ; Influências ocidentais;		
448 ; Influências polonesas;		
449 ; Influências portuguesas;		
450 ; Influências ucranianas;		
451 ; Inibidores;		
452 ; Inoculação;		
453 ; Inovações tecnológicas;		
454 ; Inseminação artificial;		
455 ; Inspeção;		
456 ; Instalação;		
457 ; Instalações;		
458 ; Instrução e estudo;		
459 ; Instrumentos;		
460 ; Integração econômica;		
461 ; Interpretação e construção;		
462 ; Interpretações espíritas;		
463 ; Introduções;		
464 ; Inventários;		
465 ; Investigação;		
466 ; Irrigação;		
467 ; Jacques Lacan;		
468 ; Jogos para computador;		
469 ; Jornais;		
470 ; Judaísmo;		
471 ; Jurisprudência;		
472 ; Legislação;		
473 ; Lendas;		
474 ; Levantamentos;		
475 ; Limites;		
476 ; Linguagem;		
477 ; Línguas;		
478 ; Literatura controversa;		
479 ; Literatura e a guerra	 [revolução	 etc.];
480 ; Literatura infantojuvenil;		
481 ; Literatura polêmica;		
482 ; Litúrgia;		
483 ; Livros de oração e devoções;		
484 ; Livros e leitura;		
485 ; Localização;		
486 ; Locomoção;		
487 ; Luxação;		
488 ; Manuais de amadores;		
489 ; Manuais de laboratórios;		
490 ; Manuais	 guias	 etc.;
491 ; Manutenção e reparos;		
492 ; Mapas;		
493 ; Mapas físicos;		
494 ; Mapas turísticos;		
495 ; Marca registrada;		
496 ; Marketing;		
497 ; Massagem;		
498 ; Matemática;		
499 ; Maus-tratos;		
500 ; Medição;		
501 ; Medicina;		
502 ; Medidas de segurança;		
503 ; Meditações;		
504 ; Melhoramento genético;		
505 ; Metabolismo;		
506 ; Método comparativo;		
507 ; Método longitudinal;		
508 ; Metodologia;		
509 ; Métodos;		
510 ; Métodos autodidáticos;		
511 ; Métodos de ensino;		
512 ; Metodos de simulação;		
513 ; Métodos estatísticos;		
514 ; Métodos gráficos;		
515 ; Microbiologia;		
516 ; Migração;		
517 ; Minas e mineração;		
518 ; Miscelânea;		
519 ; Missões;		
520 ; Mobiliário e equipamento;		
521 ; Modelos;		
522 ; Modelos matemáticos;		
523 ; Moldes;		
524 ; Monografias;		
525 ; Monumentos;		
526 ; Morfologia;		
527 ; Mortalidade;		
528 ; Morte e funeral;		
529 ; Motores;		
530 ; Mudas;		
531 ; Mulheres;		
532 ; Municípios;		
533 ; Museus;		
534 ; Música;		
535 ; Na arte;		
536 ; Na literatura;		
537 ; Narrativas pessoais;		
538 ; Navegação;		
539 ; Nefropatia mesangial;		
540 ; Níveis de inteligência;		
541 ; No cinema;		
542 ; Nomes;		
543 ; Normas;		
544 ; Notação;		
545 ; Nutrição;		
546 ; Obras anteriores a 1800;		
547 ; Obras espúrias e duvidosas;		
548 ; Obras ilustradas;		
549 ; Obras populares;		
550 ; Ocupações;		
551 ; Oferta e procura;		
552 ; Operações aéreas;		
553 ; Opinião pública;		
554 ; Opinião pública estrangeira;		
555 ; Opinião pública ocidental;		
556 ; Opiniões sobre educação;		
557 ; Opiniões sobre judaísmo;		
558 ; Opiniões sobre mulheres;		
559 ; Orações e devoções;		
560 ; Oratória;		
561 ; Organização;		
562 ; Orientação profissional;		
563 ; Origem;		
564 ; Ortografia e soletração;		
565 ; Ovos;		
566 ; Pacientes;		
567 ; Palavras e expressões;		
568 ; Paráfrase;		
569 ; Parasito;		
570 ; Participação de jovens;		
571 ; Participação do cidadão;		
572 ; Participação feminina;		
573 ; Partículas;		
574 ; Patentes;		
575 ; Patogênese;		
576 ; Patogenicidade;		
577 ; Pedágios e tarifas;		
578 ; Pensões;		
579 ; Periódicos;		
580 ; Pesos e medidas;		
581 ; Pesquisa;		
582 ; Planejamento;		
583 ; Plantio;		
584 ; Poda;		
585 ; Poesia;		
586 ; Polícia militar;		
587 ; Política comercial;		
588 ; Política cultural;		
589 ; Política e governo;		
590 ; Política econômica;		
591 ; Política governamental;		
592 ; Política militar;		
593 ; Política social;		
594 ; População;		
595 ; Porto;		
596 ; Pós-graduação;		
597 ; Posse da terra;		
598 ; Prática;		
599 ; Prática forense;		
600 ; Preços;		
601 ; Prêmios;		
602 ; Presidente  ; 
603 ; Presidentes;		
604 ; Prevenção;		
605 ; Previsão;		
606 ; Primeiros contatos com europeus;		
607 ; Prisão	 1815-1821;	
608 ; Prisioneiros e prisões;		
609 ; Privilégios e imunidades;		
610 ; Problemas	 questões	 exercícios;
611 ; Processamento;		
612 ; Processamento de dados;		
613 ; Processo decisório;		
614 ; Processos	 litígios	 etc.;
615 ; Produção e direção;		
616 ; Produtividade;		
617 ; Produtividade do trabalho;		
618 ; Profecias;		
619 ; Prognóstico;		
620 ; Programação;		
621 ; Programas autorizados;		
622 ; Programas de atividades;		
623 ; Programas de computador;		
624 ; Programas de saúde;		
625 ; Projeto auxiliado por computador;		
626 ; Projetos;		
627 ; Projetos e construção;		
628 ; Projetos e plantas;		
629 ; Pronomes;		
630 ; Propagação;		
631 ; Propagação in-vitro;		
632 ; Propagação por estaquia;		
633 ; Propaganda;		
634 ; Propriedades mecânicas;		
635 ; Propriedades térmicas;		
636 ; Proteção;		
637 ; Psicologia;		
638 ; Publicações;		
639 ; Purificação;		
640 ; Qualidade;		
641 ; Quimioterapia;		
642 ; Radiografia;		
643 ; Reabilitação;		
644 ; Reaproveitamento;		
645 ; Recreação;		
646 ; Recrutamento;		
647 ; Recursos audiovisuais;		
648 ; Recursos bibliográficos;		
649 ; Recursos de informação;		
650 ; Recursos de redes de computadores;		
651 ; Redes sociais;		
652 ; Refugio Biológico Bela Vista;		
653 ; Regeneração;		
654 ; Regimento interno;		
655 ; Regionalismos;		
656 ; Registros;		
657 ; Regras;		
658 ; Regulamentação;		
659 ; Regulamentos;		
660 ; Reimplante;		
661 ; Reincidência;		
662 ; Reis e governantes;		
663 ; Relação com o Antigo Testamento;		
664 ; Relação com o Novo Testamento;		
665 ; Relações;		
666 ; Relações com a família;		
667 ; Relações com o governo;		
668 ; Relações econômicas exteriores;		
669 ; Relações étnicas;		
670 ; Relações exteriores;		
671 ; Relações militares;		
672 ; Relações raciais;		
673 ; Relatórios;		
674 ; Religião;		
675 ; Religião e mitologia;		
676 ; Reprodução;		
677 ; Resfriamento;		
678 ; Residências e lugares habituais;		
679 ; Resistência à doenças e pragas;		
680 ; Resistência a doenças e pragas;		
681 ; Resoluções;		
682 ; Resumos;		
683 ; Retórica;		
684 ; Retratos;		
685 ; Ritos e cerimônias;		
686 ; Rotulagem;		
687 ; Salários	 etc.;	
688 ; Saneamento;		
689 ; Satisfação no trabalho;		
690 ; Saúde;		
691 ; Saúde e higiene;		
692 ; Saúde mental;		
693 ; Secagem;		
694 ; Secreções;		
695 ; Seleção;		
696 ; Semântica;		
697 ; Semente;		
698 ; Sensoriamento remoto;		
699 ; Sermões;		
700 ; Serviço de alimentação;		
701 ; Serviços;		
702 ; Serviços ao cliente;		
703 ; Serviços de informação;		
704 ; Serviços de promoção da saúde;		
705 ; Serviços para;		
706 ; Servidores públicos;		
707 ; Simbolismo;		
708 ; Simulação por computador;		
709 ; Sinônimos e antônimos;		
710 ; Síntese;		
711 ; Sínteses	 compêndios	 etc.;
712 ; Sistema cardiovascular;		
713 ; Sistemas de comunicação;		
714 ; Sociedades e clubes;		
715 ; Sociedades	 etc.;	
716 ; Software;		
717 ; Stress ocupacional;		
718 ; Subprodutos;		
719 ; Sufixos e prefixos;		
720 ; Súmulas;		
721 ; Superfícies;		
722 ; Supervisão;		
723 ; Supervisão do Estado;		
724 ; Tabelas;		
725 ; Tabelas de conversão;		
726 ; Tarifas;		
727 ; Teatro (Literatura);		
728 ; Técnica;		
729 ; Tecnologia pós-colheta;		
730 ; Temas	 motivos;	
731 ; Teologia;		
732 ; Terceirização;		
733 ; Terminologia;		
734 ; Termografia;		
735 ; Teses;		
736 ; Teste de resistência ao calor;		
737 ; Testes;		
738 ; Testes de aptidão;		
739 ; Testes toxicológicos;		
740 ; Textos;		
741 ; Tosa e higiene;		
742 ; Toxicologia;		
743 ; Trabalho científico de campo;		
744 ; Trabalho forçado;		
745 ; Trabalhos apologéticos;		
746 ; Traduções;		
747 ; Traduções para o espanhol;		
748 ; Traduções para o esperanto;		
749 ; Traduções para o francês;		
750 ; Traduções para o inglês;		
751 ; Traduções para o italiano;		
752 ; Traduções para o latim;		
753 ; Traduções para o português;		
754 ; Transferência;		
755 ; Transferência de embriões;		
756 ; Transporte;		
757 ; Tratamento;		
758 ; Tratamento alternativo;		
759 ; Tratamento homeopático;		
760 ; Treinamento;		
761 ; Treinamento técnico;		
762 ; Trópicos;		
763 ; Tuberculose;		
764 ; Tumores;		
765 ; Túmulo;		
766 ; Úlceras;		
767 ; Ultrassonografia;		
768 ; Uniformes;		
769 ; Uso de álcool;		
770 ; Uso de drogas;		
771 ; Uso do fumo;		
772 ; Uso terapêutico;		
773 ; Usos e costumes;		
774 ; Usos e costumes religiosos;		
775 ; Utilização;		
776 ; Vacinação;		
777 ; Variedades;		
778 ; Velocidade;		
779 ; Verbos;		
780 ; Versões;		
781 ; Vestibular;		
782 ; Vestuário;		
783 ; Viagens;		
784 ; Vícios de linguagem;		
785 ; Vida intelectual;		
786 ; Vida religiosa;		
787 ; Virus;		
788 ; Visão política e social;		
789 ; Viscosidade;		
790 ; Vocabulários	 glossários	 etc.;